,average_anual_temp(c),ppm
1976,7.5248333333333335,331.195
1977,7.876500000000001,332.51300000000003
1978,7.0731666666666655,333.88
1979,8.317333333333332,335.291
1980,7.539583333333333,336.735
1981,8.023833333333334,338.204
1982,7.619666666666667,339.691
1983,8.543583333333332,341.194
1984,8.298666666666666,342.711
1985,7.863916666666667,344.236
1986,7.8373333333333335,345.765
1987,7.971833333333335,347.293
1988,7.902583333333335,348.811
1989,7.513999999999999,350.30699999999996
1990,9.1975,351.772
1991,9.078,353.212
1992,7.397916666666667,354.63800000000003
1993,7.835916666666665,356.07099999999997
1994,7.963833333333333,357.535
1995,8.126333333333333,359.04699999999997
1996,7.932499999999998,360.615
1997,7.867416666666667,362.241
1998,9.63166666666667,363.92400000000004
1999,9.304249999999998,365.657
2000,7.998916666666667,367.43199999999996
2001,8.911416666666668,369.24699999999996
2002,9.01575,371.103
2003,7.775666666666666,372.999
2004,8.089083333333333,374.926
2005,8.555916666666667,376.87699999999995
2006,9.482583333333332,378.847
2007,8.3645,380.837
2008,8.533666666666667,382.849
2009,8.069083333333335,384.892
2010,9.580166666666669,386.976
2011,9.12358333333333,389.11
2012,10.064666666666666,391.30199999999996
2013,11.11111111111111,393.55300000000005
2014,10.611111111111112,395.85699999999997
2015,10.88888888888889,398.205
2016,11.88888888888889,400.585
2017,11.444444444444446,402.98199999999997
2018,11.666666666666668,405.385
